CustomerID,Age,Gender,AnnualIncome,SpendingScore,PurchaseFrequency,AvgPurchaseAmount,TotalPurchaseValue,OnlinePurchasePercentage,RecencyDays,PreferredCategory,Location,MembershipLevel,DiscountUsagePercentage,SatisfactionScore
CUST0520,50,Female,72953,62,9,1078.04,9702.36,74,15,Grocery,Nagpur,Silver,30,5.2
CUST0521,57,Female,39838,87,14,1348.39,18877.46,60,56,Grocery,Kolhapur,Silver,24,7.2
CUST0522,27,Male,67388,95,17,737.95,12545.15,65,1,Grocery,Mumbai,Gold,27,6.7
CUST0523,60,Male,64269,100,13,1944.84,25282.92,74,6,Beauty,Mumbai,Gold,16,8.2
CUST0524,61,Female,60421,59,6,1399.79,8398.74,66,1,Fashion,Pune,Gold,34,7.5
CUST0525,46,Female,62172,68,9,1676.63,15089.67,87,12,Electronics,Aurangabad,Silver,5,9.2
CUST0526,30,Male,23599,18,13,518.62,6742.06,45,92,Home & Lifestyle,Nashik,Platinum,28,7.0
CUST0527,29,Male,52928,85,14,1722.15,24110.1,56,3,Fashion,Pune,Platinum,33,9.0
CUST0528,48,Female,67043,44,14,1896.58,26552.12,26,28,Beauty,Aurangabad,Basic,32,7.4
CUST0529,63,Male,68517,70,10,939.29,9392.9,46,18,Beauty,Aurangabad,Gold,31,4.7
CUST0530,19,Female,42391,34,13,1344.59,17479.67,86,104,Electronics,Aurangabad,Silver,10,5.8
CUST0531,52,Female,92846,66,9,1392.87,12535.83,84,4,Electronics,Aurangabad,Silver,11,7.0
CUST0532,40,Male,45944,41,10,688.5,6885.0,76,7,Grocery,Aurangabad,Silver,29,8.9
CUST0533,34,Female,86328,63,13,1508.85,19615.05,16,1,Grocery,Pune,Basic,45,7.9
CUST0534,43,Male,74398,59,7,1559.27,10914.89,79,17,Fashion,Kolhapur,Silver,0,5.4
CUST0535,25,Female,50783,48,7,1014.01,7098.07,25,10,Home & Lifestyle,Kolhapur,Gold,33,7.0
CUST0536,46,Female,104057,97,16,1899.95,30399.2,75,61,Grocery,Pune,Basic,27,10.0
CUST0537,43,Other,38740,33,11,598.19,6580.09,47,48,Fashion,Pune,Silver,22,7.4
CUST0538,27,Female,85221,77,13,965.24,12548.12,80,29,Electronics,Aurangabad,Platinum,5,7.4
CUST0539,43,Male,87013,96,16,1536.02,24576.32,26,23,Home & Lifestyle,Mumbai,Silver,12,7.9
CUST0540,51,Female,50246,48,11,1200.35,13203.85,81,3,Fashion,Aurangabad,Basic,49,8.3
CUST0541,58,Female,95634,65,12,1181.93,14183.16,23,18,Beauty,Pune,Silver,25,6.5
CUST0542,24,Female,59499,58,7,1503.38,10523.66,50,180,Grocery,Pune,Silver,19,8.0
CUST0543,21,Male,71351,88,11,1575.32,17328.52,43,54,Grocery,Mumbai,Silver,23,6.7
CUST0544,62,Female,70727,70,18,1599.62,28793.16,16,67,Beauty,Pune,Gold,32,8.3
CUST0545,28,Male,62045,53,7,1211.19,8478.33,67,52,Beauty,Nagpur,Silver,32,7.5
CUST0546,46,Female,82838,81,18,1603.29,28859.22,95,3,Fashion,Nashik,Gold,24,7.9
CUST0547,53,Male,82457,52,11,1171.68,12888.48,100,8,Fashion,Pune,Silver,41,6.1
CUST0548,42,Female,26532,59,14,1781.74,24944.36,57,1,Home & Lifestyle,Pune,Basic,50,6.0
CUST0549,38,Male,93695,85,16,1227.32,19637.12,80,11,Grocery,Mumbai,Silver,31,8.6
CUST0550,53,Male,28425,42,18,1734.86,31227.48,60,3,Fashion,Pune,Gold,26,7.1
CUST0551,27,Male,87716,59,11,1359.61,14955.71,76,19,Sports,Kolhapur,Silver,35,7.6
CUST0552,54,Male,89788,59,12,942.71,11312.52,47,34,Fashion,Mumbai,Basic,40,6.7
CUST0553,26,Male,40999,63,7,1635.42,11447.94,69,62,Electronics,Pune,Basic,51,8.5
CUST0554,41,Male,55962,82,20,1383.66,27673.2,67,41,Electronics,Mumbai,Basic,48,6.3
CUST0555,52,Female,40674,42,6,1395.36,8372.16,42,84,Home & Lifestyle,Pune,Basic,20,7.0
CUST0556,52,Female,60272,70,6,1677.97,10067.82,53,2,Home & Lifestyle,Pune,Silver,9,8.4
CUST0557,65,Male,58223,24,7,1222.06,8554.42,54,20,Fashion,Pune,Basic,24,9.0
CUST0558,53,Male,82153,61,12,1162.79,13953.48,73,32,Fashion,Kolhapur,Gold,40,6.4
CUST0559,35,Male,93827,77,18,1732.2,31179.6,32,10,Fashion,Aurangabad,Basic,11,10.0
CUST0560,56,Female,95705,62,9,1385.34,12468.06,54,9,Home & Lifestyle,Kolhapur,Basic,41,7.7
CUST0561,49,Female,52632,42,8,1381.65,11053.2,97,12,Electronics,Mumbai,Silver,30,5.6
CUST0562,41,Female,60397,50,11,585.07,6435.77,81,9,Sports,Pune,Basic,52,7.8
CUST0563,40,Male,27964,53,15,1279.99,19199.85,85,21,Fashion,Nashik,Gold,28,6.6
CUST0564,49,Female,47271,53,15,1012.24,15183.6,56,17,Sports,Nagpur,Basic,15,7.9
CUST0565,54,Female,86227,34,12,1740.67,20888.04,62,42,Electronics,Aurangabad,Silver,11,7.1
CUST0566,29,Male,100543,42,7,1506.56,10545.92,87,34,Home & Lifestyle,Pune,Gold,7,7.3
CUST0567,30,Female,37844,41,5,1199.49,5997.45,89,15,Fashion,Pune,Silver,17,5.8
CUST0568,40,Male,51966,67,5,1419.79,7098.95,12,9,Electronics,Nagpur,Basic,32,8.7
CUST0569,42,Female,64419,15,13,803.72,10448.36,26,25,Beauty,Kolhapur,Silver,8,5.5
CUST0570,52,Male,71164,58,6,1782.47,10694.82,84,13,Beauty,Kolhapur,Gold,47,5.5
CUST0571,58,Female,47189,47,7,1776.98,12438.86,49,41,Grocery,Nagpur,Platinum,5,8.5
CUST0572,47,Female,74329,93,18,1562.86,28131.48,40,42,Home & Lifestyle,Aurangabad,Gold,45,9.6
CUST0573,34,Female,54576,53,11,1702.85,18731.35,27,33,Grocery,Mumbai,Basic,53,6.7
CUST0574,37,Female,64682,71,17,1157.3,19674.1,43,8,Beauty,Aurangabad,Platinum,38,9.0
CUST0575,65,Female,77018,72,16,1129.92,18078.72,24,27,Fashion,Aurangabad,Basic,25,8.8
CUST0576,42,Female,65141,26,15,1161.7,17425.5,100,45,Grocery,Kolhapur,Basic,40,8.4
CUST0577,39,Male,55400,74,11,1442.68,15869.48,55,20,Grocery,Mumbai,Gold,6,6.7
CUST0578,30,Female,62589,67,15,1187.57,17813.55,54,24,Fashion,Pune,Basic,49,5.6
CUST0579,36,Male,63056,73,16,1492.5,23880.0,68,20,Beauty,Nashik,Basic,34,3.9
CUST0580,53,Male,56860,100,14,1512.5,21175.0,76,25,Electronics,Mumbai,Basic,29,6.8
CUST0581,29,Male,59306,24,16,824.43,13190.88,86,58,Electronics,Aurangabad,Silver,7,9.0
CUST0582,58,Female,100170,100,19,1706.15,32416.85,79,3,Grocery,Pune,Gold,0,5.5
CUST0583,36,Female,77340,65,7,1601.08,11207.56,41,42,Home & Lifestyle,Pune,Silver,9,8.3
CUST0584,29,Female,58499,66,8,1340.94,10727.52,58,4,Fashion,Nagpur,Basic,52,5.8
CUST0585,26,Female,80333,70,11,1716.79,18884.69,82,2,Fashion,Pune,Silver,19,7.4
CUST0586,24,Other,57656,53,7,869.75,6088.25,53,112,Sports,Mumbai,Platinum,22,9.0
CUST0587,45,Female,90809,66,11,1526.81,16794.91,55,94,Fashion,Mumbai,Gold,35,6.2
CUST0588,31,Male,73132,74,18,1014.31,18257.58,64,2,Home & Lifestyle,Nashik,Basic,62,7.5
CUST0589,48,Male,62639,36,11,847.69,9324.59,72,18,Home & Lifestyle,Pune,Platinum,45,7.3
CUST0590,36,Male,74850,82,16,1213.27,19412.32,16,6,Grocery,Kolhapur,Gold,10,8.3
CUST0591,64,Male,30441,41,8,822.7,6581.6,71,20,Sports,Mumbai,Basic,6,7.6
CUST0592,33,Female,40211,33,8,938.23,7505.84,50,73,Home & Lifestyle,Aurangabad,Basic,70,7.3
CUST0593,22,Female,38734,44,10,1077.96,10779.6,81,90,Grocery,Mumbai,Basic,69,9.5
CUST0594,52,Male,68145,88,23,1657.58,38124.34,72,30,Grocery,Pune,Gold,28,8.2
CUST0595,29,Female,103115,72,13,1351.0,17563.0,100,13,Home & Lifestyle,Pune,Basic,16,6.2
CUST0596,42,Female,114089,93,13,1088.58,14151.54,85,28,Grocery,Pune,Silver,39,7.1
CUST0597,38,Female,79037,57,9,1657.13,14914.17,85,11,Beauty,Nashik,Basic,33,7.1
CUST0598,53,Female,76019,83,16,1158.93,18542.88,87,72,Fashion,Pune,Platinum,23,8.0
CUST0599,40,Female,25377,59,13,1144.51,14878.63,61,61,Fashion,Mumbai,Basic,48,10.0
CUST0600,33,Female,53061,92,9,1511.14,13600.26,56,25,Fashion,Nashik,Platinum,30,8.5
CUST0601,56,Male,47669,53,6,1264.89,7589.34,74,12,Electronics,Pune,Platinum,7,4.8
CUST0602,62,Male,51341,70,16,1612.28,25796.48,71,10,Electronics,Pune,Basic,30,6.4
CUST0603,59,Male,61301,64,14,1433.6,20070.4,48,1,Beauty,Kolhapur,Silver,35,4.3
CUST0604,56,Female,54614,83,17,1087.45,18486.65,64,51,Home & Lifestyle,Aurangabad,Basic,43,6.7
CUST0605,31,Female,21455,32,6,1695.93,10175.58,54,38,Home & Lifestyle,Pune,Platinum,29,4.9
CUST0606,48,Female,81454,85,16,1492.66,23882.56,36,12,Grocery,Pune,Silver,39,5.9
CUST0607,22,Male,41400,50,9,1130.0,10170.0,93,19,Beauty,Aurangabad,Basic,30,4.9
CUST0608,52,Male,70263,65,13,1609.97,20929.61,56,51,Grocery,Pune,Basic,38,7.8
CUST0609,40,Female,110630,86,18,1600.73,28813.14,100,4,Beauty,Aurangabad,Silver,0,7.2
CUST0610,46,Male,44774,60,14,1344.09,18817.26,19,58,Fashion,Pune,Platinum,18,8.4
CUST0611,60,Female,18000,41,11,1815.66,19972.26,43,68,Sports,Aurangabad,Gold,36,7.0
CUST0612,28,Male,58708,65,9,1203.59,10832.31,66,88,Home & Lifestyle,Mumbai,Gold,19,5.1
CUST0613,35,Male,89221,100,10,1422.33,14223.3,80,15,Fashion,Aurangabad,Basic,28,8.0
CUST0614,64,Male,108084,100,19,1609.23,30575.37,64,7,Grocery,Mumbai,Basic,19,10.0
CUST0615,29,Male,37950,68,7,1557.3,10901.1,72,14,Grocery,Nagpur,Platinum,40,8.5
CUST0616,26,Male,75927,61,8,869.82,6958.56,40,12,Electronics,Pune,Basic,43,6.6
CUST0617,27,Female,54763,44,9,600.62,5405.58,40,6,Grocery,Pune,Platinum,37,5.8
CUST0618,61,Male,62669,80,11,1181.87,13000.57,62,28,Fashion,Kolhapur,Basic,9,5.8
CUST0619,34,Female,123176,100,14,1129.35,15810.9,25,19,Electronics,Mumbai,Basic,33,7.9
CUST0620,55,Male,31935,76,17,1122.36,19080.12,43,60,Sports,Aurangabad,Gold,21,8.8
CUST0621,24,Male,70582,56,12,1436.5,17238.0,76,1,Home & Lifestyle,Mumbai,Platinum,21,8.3
CUST0622,63,Male,75289,65,13,1068.64,13892.32,33,31,Beauty,Kolhapur,Platinum,16,9.1
CUST0623,30,Female,88887,45,7,868.61,6080.27,90,43,Home & Lifestyle,Mumbai,Basic,30,8.3
CUST0624,57,Male,67156,58,11,1304.27,14346.97,82,43,Fashion,Aurangabad,Basic,48,8.0
CUST0625,59,Male,71777,85,14,1664.09,23297.26,20,65,Grocery,Aurangabad,Silver,0,6.2
CUST0626,26,Male,56384,52,14,718.66,10061.24,44,39,Home & Lifestyle,Mumbai,Silver,52,7.5
CUST0627,44,Female,70921,78,14,1620.83,22691.62,5,79,Sports,Aurangabad,Gold,32,5.9
CUST0628,19,Female,57450,57,7,1495.54,10468.78,48,12,Fashion,Kolhapur,Basic,34,7.2
CUST0629,22,Female,78675,76,15,1676.25,25143.75,82,21,Beauty,Pune,Platinum,39,8.4
CUST0630,46,Female,56869,40,13,1546.15,20099.95,46,1,Sports,Nashik,Silver,3,9.7
CUST0631,54,Male,73296,70,12,2010.49,24125.88,65,1,Home & Lifestyle,Pune,Gold,15,5.2
CUST0632,55,Female,64356,10,10,976.24,9762.4,22,28,Sports,Kolhapur,Silver,23,7.9
CUST0633,36,Male,89773,72,15,1440.19,21602.85,73,3,Fashion,Pune,Silver,45,9.4
CUST0634,25,Female,63869,34,15,1052.68,15790.2,53,29,Sports,Pune,Platinum,24,9.0
CUST0635,65,Female,25993,68,17,1200.57,20409.69,55,6,Home & Lifestyle,Mumbai,Silver,32,8.4
CUST0636,62,Male,92762,91,16,1952.15,31234.4,53,1,Electronics,Nashik,Gold,16,8.1
CUST0637,18,Male,45074,64,6,837.72,5026.32,37,72,Sports,Kolhapur,Platinum,32,9.8
CUST0638,39,Male,50617,85,10,1083.54,10835.4,30,1,Grocery,Aurangabad,Silver,50,5.6
CUST0639,34,Male,51895,41,9,1582.84,14245.56,76,40,Grocery,Mumbai,Silver,40,5.1
CUST0640,24,Male,95238,100,12,1841.72,22100.64,74,5,Grocery,Pune,Basic,34,7.2
CUST0641,42,Female,18015,60,9,1035.11,9315.99,78,73,Electronics,Nagpur,Basic,45,4.0
CUST0642,62,Other,134030,91,17,1872.41,31830.97,62,67,Grocery,Nashik,Basic,44,9.0
CUST0643,21,Male,88233,95,15,1597.06,23955.9,68,32,Beauty,Mumbai,Basic,43,9.0
CUST0644,53,Male,69911,47,8,1697.82,13582.56,17,33,Electronics,Mumbai,Basic,52,6.5
CUST0645,23,Female,63792,49,6,1259.73,7558.38,59,1,Fashion,Mumbai,Basic,52,6.6
CUST0646,48,Male,71282,56,7,1595.54,11168.78,54,126,Electronics,Mumbai,Basic,33,7.1
CUST0647,36,Female,76465,60,4,2112.0,8448.0,98,63,Grocery,Nagpur,Silver,35,7.3
CUST0648,61,Female,79195,52,9,1475.01,13275.09,70,68,Home & Lifestyle,Nashik,Basic,29,7.4
CUST0649,56,Female,77223,92,17,1464.47,24895.99,89,32,Beauty,Aurangabad,Basic,21,8.0
CUST0650,44,Female,66971,60,7,1507.65,10553.55,68,13,Sports,Nashik,Silver,21,6.9
CUST0651,27,Male,60659,69,9,1198.39,10785.51,49,67,Grocery,Pune,Silver,24,8.6
CUST0652,43,Male,61672,52,18,1959.41,35269.38,58,10,Fashion,Kolhapur,Silver,0,7.9
CUST0653,36,Male,60712,30,8,1206.16,9649.28,60,45,Sports,Nashik,Silver,38,6.3
CUST0654,56,Female,89943,80,11,1357.95,14937.45,34,3,Home & Lifestyle,Pune,Gold,0,9.2
CUST0655,20,Female,78058,36,13,977.47,12707.11,57,77,Grocery,Nashik,Silver,66,5.2
CUST0656,62,Female,18000,42,8,1401.17,11209.36,50,5,Home & Lifestyle,Mumbai,Silver,48,7.1
CUST0657,30,Other,79430,46,9,1532.45,13792.05,90,8,Sports,Kolhapur,Platinum,21,9.4
CUST0658,45,Female,69284,100,15,1308.65,19629.75,9,25,Home & Lifestyle,Mumbai,Gold,25,6.1
CUST0659,37,Male,64588,80,20,1536.7,30734.0,82,43,Fashion,Nagpur,Silver,30,7.7
CUST0660,45,Male,56453,62,13,814.79,10592.27,34,29,Home & Lifestyle,Pune,Silver,16,8.0
CUST0661,25,Female,89730,98,8,1566.68,12533.44,35,8,Electronics,Mumbai,Basic,38,5.9
CUST0662,58,Male,85846,58,10,1475.36,14753.6,81,1,Fashion,Aurangabad,Silver,23,7.1
CUST0663,56,Female,47997,66,11,1770.19,19472.09,71,42,Grocery,Kolhapur,Platinum,24,7.7
CUST0664,18,Male,73955,72,23,1128.62,25958.26,93,126,Electronics,Pune,Silver,28,6.4
CUST0665,20,Male,43624,59,6,833.37,5000.22,83,50,Electronics,Pune,Platinum,5,10.0
CUST0666,30,Female,34648,73,15,977.32,14659.8,100,18,Electronics,Mumbai,Silver,26,6.1
CUST0667,45,Female,51212,71,15,886.67,13300.05,67,70,Home & Lifestyle,Nagpur,Platinum,27,9.4
CUST0668,42,Male,83973,78,15,1814.92,27223.8,52,16,Beauty,Nagpur,Silver,27,6.6
CUST0669,50,Male,85969,44,11,1748.5,19233.5,63,22,Sports,Nagpur,Basic,32,5.6
CUST0670,55,Female,76288,52,14,1382.93,19361.02,82,19,Fashion,Mumbai,Silver,42,7.4
CUST0671,23,Male,80952,69,10,1735.24,17352.4,48,18,Grocery,Kolhapur,Basic,30,8.2
CUST0672,61,Male,76356,71,16,1403.26,22452.16,41,45,Sports,Mumbai,Basic,38,8.6
CUST0673,62,Male,50887,38,9,1126.13,10135.17,48,22,Electronics,Pune,Gold,44,9.5
CUST0674,49,Female,74502,100,11,1373.59,15109.49,9,11,Home & Lifestyle,Nashik,Basic,34,10.0
CUST0675,62,Male,82609,99,15,1400.71,21010.65,58,9,Home & Lifestyle,Aurangabad,Gold,28,7.6
CUST0676,64,Male,81594,83,14,962.44,13474.16,14,1,Electronics,Kolhapur,Basic,34,6.2
CUST0677,38,Female,91156,77,19,1510.74,28704.06,56,26,Beauty,Nashik,Basic,54,7.9
CUST0678,33,Female,80583,67,5,1347.65,6738.25,74,8,Beauty,Nashik,Platinum,21,7.5
CUST0679,38,Male,72732,51,14,1495.8,20941.2,45,5,Electronics,Aurangabad,Basic,54,8.6
CUST0680,28,Female,88543,76,17,1447.69,24610.73,100,32,Electronics,Mumbai,Silver,23,5.3
CUST0681,54,Male,64417,69,11,1270.44,13974.84,23,34,Electronics,Mumbai,Silver,12,10.0
CUST0682,53,Male,45599,33,13,857.44,11146.72,81,62,Fashion,Aurangabad,Silver,35,8.5
CUST0683,52,Female,61413,69,11,1331.88,14650.68,70,21,Grocery,Kolhapur,Platinum,20,5.4
CUST0684,36,Male,48612,54,6,1433.31,8599.86,17,67,Grocery,Mumbai,Silver,34,6.1
CUST0685,37,Female,50146,23,11,749.44,8243.84,100,103,Fashion,Mumbai,Silver,0,8.4
CUST0686,35,Male,61821,47,9,1249.71,11247.39,54,49,Sports,Mumbai,Gold,25,9.0
CUST0687,64,Female,47567,49,12,1258.61,15103.32,36,30,Fashion,Pune,Basic,28,5.3
CUST0688,58,Male,58225,95,10,1189.26,11892.6,24,11,Electronics,Aurangabad,Silver,9,8.3
CUST0689,31,Female,23340,56,10,967.66,9676.6,50,122,Fashion,Mumbai,Platinum,17,5.0
CUST0690,32,Female,69692,42,14,1296.26,18147.64,52,10,Grocery,Aurangabad,Silver,16,7.1
CUST0691,48,Male,65027,73,15,997.05,14955.75,57,7,Grocery,Pune,Gold,24,8.9
CUST0692,18,Female,47024,28,9,1208.05,10872.45,58,38,Fashion,Nashik,Silver,4,6.4
CUST0693,20,Male,79503,90,15,1179.9,17698.5,79,2,Electronics,Pune,Gold,30,4.9
CUST0694,33,Female,85627,65,7,1685.74,11800.18,46,115,Beauty,Nagpur,Platinum,45,8.1
CUST0695,40,Male,29634,47,10,1828.25,18282.5,12,27,Sports,Nashik,Basic,39,6.3
CUST0696,28,Female,48220,81,10,1060.43,10604.3,62,24,Fashion,Nashik,Basic,47,8.1
CUST0697,29,Male,48079,33,17,1286.5,21870.5,13,52,Fashion,Pune,Silver,41,5.9
CUST0698,27,Female,44322,30,6,884.94,5309.64,73,41,Grocery,Pune,Gold,44,6.0
CUST0699,49,Female,83248,62,8,1660.03,13280.24,33,1,Home & Lifestyle,Pune,Basic,63,4.2
CUST0700,33,Female,60736,81,13,976.63,12696.19,59,28,Fashion,Mumbai,Basic,28,7.5
CUST0701,25,Female,59181,34,10,1307.72,13077.2,94,58,Sports,Nashik,Basic,24,7.0
CUST0702,55,Male,20915,1,9,654.85,5893.65,34,36,Grocery,Nashik,Platinum,37,6.1
CUST0703,29,Female,78979,62,7,1272.84,8909.88,88,42,Grocery,Nashik,Gold,36,7.5
CUST0704,41,Male,37736,62,13,901.9,11724.7,45,8,Home & Lifestyle,Nashik,Silver,37,8.7
CUST0705,45,Female,66319,86,17,1639.66,27874.22,94,8,Sports,Pune,Basic,63,6.9
CUST0706,25,Female,71102,59,9,1048.21,9433.89,57,5,Beauty,Pune,Basic,35,7.6
CUST0707,45,Male,94934,70,8,1580.39,12643.12,37,14,Electronics,Pune,Basic,41,7.6
CUST0708,53,Male,36206,72,12,1143.39,13720.68,70,56,Fashion,Kolhapur,Basic,20,5.4
CUST0709,43,Female,18000,9,7,905.66,6339.62,45,73,Grocery,Nashik,Platinum,57,10.0
CUST0710,25,Female,69045,59,8,1337.46,10699.68,46,14,Fashion,Pune,Platinum,20,7.2
CUST0711,45,Female,104611,86,11,1279.29,14072.19,44,27,Home & Lifestyle,Pune,Basic,30,8.2
CUST0712,45,Male,92257,85,15,1529.88,22948.2,54,38,Beauty,Aurangabad,Basic,30,8.4
CUST0713,54,Male,69613,57,16,1745.94,27935.04,85,8,Home & Lifestyle,Nagpur,Basic,25,7.0
CUST0714,58,Female,54184,60,8,1019.12,8152.96,12,6,Sports,Nagpur,Silver,14,8.1
CUST0715,53,Male,82757,27,8,1557.81,12462.48,56,127,Fashion,Mumbai,Basic,27,7.6
CUST0716,44,Male,43582,43,3,1602.18,4806.54,69,29,Beauty,Pune,Basic,15,5.1
CUST0717,34,Male,75480,77,15,1139.59,17093.85,59,120,Home & Lifestyle,Aurangabad,Basic,23,6.7
CUST0718,26,Male,76120,52,6,849.84,5099.04,94,12,Fashion,Kolhapur,Gold,54,6.3
CUST0719,50,Female,88325,76,14,1509.56,21133.84,53,36,Home & Lifestyle,Mumbai,Gold,36,6.5
CUST0720,37,Female,125713,100,15,1462.92,21943.8,51,8,Electronics,Kolhapur,Silver,39,5.2
CUST0721,30,Female,73633,62,11,1879.48,20674.28,68,9,Beauty,Nagpur,Silver,43,8.9
CUST0722,45,Female,53803,62,10,1269.85,12698.5,57,22,Grocery,Mumbai,Platinum,53,10.0
CUST0723,65,Male,64437,47,13,990.65,12878.45,46,12,Fashion,Mumbai,Platinum,0,9.4
CUST0724,46,Male,26080,43,10,756.09,7560.9,66,6,Home & Lifestyle,Pune,Basic,17,9.1
CUST0725,30,Female,49716,68,11,1598.12,17579.32,41,9,Home & Lifestyle,Pune,Basic,23,6.7
CUST0726,63,Female,55996,63,3,1098.63,3295.89,42,1,Fashion,Nagpur,Silver,18,6.2
CUST0727,52,Female,53470,49,7,1219.56,8536.92,43,37,Electronics,Pune,Basic,30,6.0
CUST0728,23,Male,68352,70,12,1621.8,19461.6,95,20,Grocery,Kolhapur,Silver,18,8.2
CUST0729,35,Female,46907,69,6,1121.44,6728.64,5,3,Grocery,Aurangabad,Silver,28,7.5
CUST0730,22,Male,89663,38,6,1257.21,7543.26,74,6,Beauty,Pune,Silver,26,7.1
CUST0731,64,Female,65005,85,12,1380.04,16560.48,56,3,Sports,Mumbai,Basic,24,9.1
CUST0732,42,Female,64795,58,7,1481.38,10369.66,18,28,Grocery,Kolhapur,Silver,0,7.8
CUST0733,19,Other,57786,69,3,1476.58,4429.74,72,3,Home & Lifestyle,Kolhapur,Platinum,10,6.6
CUST0734,27,Male,68414,87,15,1337.21,20058.15,75,42,Grocery,Nagpur,Basic,27,6.2
CUST0735,47,Female,83152,48,11,1310.55,14416.05,68,1,Home & Lifestyle,Mumbai,Silver,21,8.2
CUST0736,62,Male,45923,43,7,1048.24,7337.68,5,9,Fashion,Mumbai,Basic,18,8.8
CUST0737,22,Male,50521,53,11,770.28,8473.08,95,66,Fashion,Nashik,Basic,28,8.0
CUST0738,50,Male,58318,47,13,1290.23,16772.99,39,38,Home & Lifestyle,Aurangabad,Silver,8,10.0
CUST0739,18,Female,35391,82,11,1851.83,20370.13,80,2,Electronics,Mumbai,Basic,33,9.7
CUST0740,35,Male,46976,41,12,889.81,10677.72,71,52,Home & Lifestyle,Aurangabad,Basic,19,7.9
CUST0741,49,Female,54523,50,12,981.66,11779.92,36,20,Beauty,Pune,Basic,22,5.9
CUST0742,64,Male,84237,77,12,1149.49,13793.88,70,56,Fashion,Aurangabad,Silver,5,5.2
CUST0743,28,Female,70776,45,12,1459.71,17516.52,57,28,Grocery,Nagpur,Gold,23,6.6
CUST0744,38,Female,69259,59,15,1428.32,21424.8,9,34,Beauty,Mumbai,Basic,22,8.3
CUST0745,43,Female,83720,78,12,1365.6,16387.2,81,151,Home & Lifestyle,Nashik,Silver,39,9.9
CUST0746,42,Male,61978,57,9,988.53,8896.77,38,8,Fashion,Pune,Basic,41,7.8
CUST0747,39,Female,73590,66,10,1362.48,13624.8,36,29,Fashion,Pune,Silver,24,9.0
CUST0748,44,Male,62729,54,9,784.8,7063.2,46,19,Home & Lifestyle,Pune,Silver,13,6.8
CUST0749,30,Male,70838,40,6,1265.54,7593.24,61,1,Grocery,Pune,Silver,31,8.1
CUST0750,50,Female,52179,64,9,1523.99,13715.91,54,1,Electronics,Mumbai,Platinum,35,9.1
CUST0751,51,Male,18000,75,18,828.64,14915.52,67,4,Fashion,Nagpur,Platinum,27,4.9
CUST0752,58,Female,62046,63,7,828.38,5798.66,26,31,Beauty,Nashik,Basic,59,6.6
CUST0753,52,Male,96300,82,10,1940.73,19407.3,39,25,Home & Lifestyle,Pune,Gold,32,8.6
CUST0754,18,Female,85377,86,18,1266.6,22798.8,62,24,Sports,Kolhapur,Basic,49,7.6
CUST0755,38,Male,86239,51,10,1653.5,16535.0,97,1,Home & Lifestyle,Nashik,Platinum,27,6.1
CUST0756,65,Male,92195,100,14,1480.39,20725.46,52,19,Sports,Aurangabad,Basic,45,3.6
CUST0757,23,Male,66950,69,11,1278.26,14060.86,89,78,Fashion,Nagpur,Silver,13,6.7
CUST0758,45,Male,69341,96,20,1573.55,31471.0,56,15,Home & Lifestyle,Pune,Basic,28,7.1
CUST0759,34,Male,51412,45,10,919.04,9190.4,44,29,Electronics,Mumbai,Basic,40,5.9
CUST0760,22,Male,58046,94,18,1439.89,25918.02,60,45,Home & Lifestyle,Nashik,Gold,30,7.4
CUST0761,48,Male,78547,84,17,1307.19,22222.23,51,46,Grocery,Pune,Platinum,33,8.7
CUST0762,22,Male,91485,86,15,1072.31,16084.65,78,22,Fashion,Pune,Silver,42,8.2
CUST0763,55,Female,61932,67,8,1405.04,11240.32,85,59,Beauty,Pune,Gold,4,3.7
CUST0764,20,Male,55096,55,9,1156.3,10406.7,73,15,Beauty,Pune,Gold,10,5.2
CUST0765,40,Male,65012,86,16,1341.93,21470.88,81,66,Electronics,Mumbai,Basic,38,6.7
CUST0766,54,Male,78227,73,19,1013.63,19258.97,34,8,Grocery,Mumbai,Basic,24,8.1
CUST0767,54,Female,33235,15,6,1487.13,8922.78,46,30,Fashion,Pune,Basic,80,7.9
CUST0768,27,Male,18000,23,14,1259.01,17626.14,49,22,Grocery,Nagpur,Basic,43,7.9
CUST0769,27,Female,52888,55,8,1517.91,12143.28,72,48,Beauty,Nashik,Basic,34,6.6
CUST0770,36,Male,38144,58,4,1104.8,4419.2,47,16,Fashion,Mumbai,Basic,27,6.7
CUST0771,34,Female,53821,58,11,724.71,7971.81,71,8,Sports,Pune,Basic,28,6.1
CUST0772,38,Male,61749,85,12,1961.12,23533.44,35,8,Electronics,Pune,Basic,35,8.4
CUST0773,31,Other,55029,25,14,1096.76,15354.64,56,90,Home & Lifestyle,Mumbai,Platinum,27,6.5
CUST0774,26,Female,96954,81,18,1240.22,22323.96,80,54,Home & Lifestyle,Pune,Basic,28,8.5
CUST0775,63,Male,72188,35,7,1331.6,9321.2,10,24,Fashion,Mumbai,Silver,21,7.5
CUST0776,18,Female,71610,81,19,1738.97,33040.43,100,29,Fashion,Nashik,Silver,45,7.1
CUST0777,62,Male,78689,69,6,1355.15,8130.9,49,19,Beauty,Nashik,Silver,46,6.2
CUST0778,30,Male,39946,61,17,1597.41,27155.97,10,15,Home & Lifestyle,Pune,Basic,39,5.2
CUST0779,21,Male,87860,59,8,1674.48,13395.84,68,74,Fashion,Mumbai,Basic,15,6.2
