Date,Customers,Quantity,Average_Price,Promotion,Sales,Profit
2030-03-02,274.0,167,530.69,0,419.97,69.2
2030-03-03,235.0,181,501.42,0,400.84,66.43
2030-03-04,253.0,161,491.89,0,402.85,61.41
2030-03-05,251.0,153,507.99,1,413.73,80.3
2030-03-06,266.0,175,493.23,0,420.26,72.74
2030-03-07,272.0,185,511.93,0,440.13,79.66
2030-03-08,287.0,185,529.36,0,469.24,67.9
2030-03-09,258.0,159,505.97,0,426.74,72.56
2030-03-10,258.0,167,511.72,0,401.46,72.29
2030-03-11,283.0,180,507.35,0,417.34,64.58
2030-03-12,270.0,166,523.51,0,441.58,79.89
2030-03-13,285.0,174,497.06,0,452.87,67.53
2030-03-14,270.0,166,469.56,0,452.6,72.89
2030-03-15,248.0,162,517.6,0,416.35,55.83
2030-03-16,246.0,174,526.92,1,439.96,69.07
2030-03-17,243.0,182,517.19,0,430.29,58.82
2030-03-18,276.0,173,497.66,0,395.23,71.65
2030-03-19,284.0,186,488.77,0,431.71,64.05
2030-03-20,294.0,178,518.12,0,439.0,65.15
2030-03-21,279.0,189,511.79,0,431.62,71.7
2030-03-22,284.0,181,507.0,0,414.45,61.69
2030-03-23,258.0,191,542.08,1,473.71,96.2
2030-03-24,249.0,172,492.26,0,431.07,81.02
2030-03-25,280.0,203,541.27,0,421.46,53.39
2030-03-26,273.0,174,509.91,0,403.34,67.68
2030-03-27,269.0,154,476.32,0,412.03,53.19
2030-03-28,273.0,176,506.15,0,408.25,56.99
2030-03-29,272.0,164,526.67,0,430.89,72.03
2030-03-30,286.0,184,502.85,0,380.87,55.55
2030-03-31,286.0,181,482.89,0,402.57,65.99
2030-04-01,275.0,172,506.5,0,430.55,69.09
2030-04-02,280.0,165,494.05,0,437.42,59.17
2030-04-03,275.0,175,518.35,0,394.74,67.05
2030-04-04,260.0,167,523.44,0,402.95,66.28
2030-04-05,278.0,181,490.53,0,399.85,64.21
2030-04-06,246.0,179,496.86,0,401.76,60.38
2030-04-07,283.0,203,523.2,0,411.09,68.18
2030-04-08,249.0,169,494.14,0,441.7,62.1
2030-04-09,271.0,171,490.14,0,440.13,63.77
2030-04-10,254.0,172,488.42,0,431.34,71.09
2030-04-11,275.0,172,516.0,0,437.28,76.72
2030-04-12,266.0,184,515.24,0,464.14,70.94
2030-04-13,243.0,171,497.39,0,397.36,66.3
2030-04-14,273.0,193,509.81,0,391.12,63.78
2030-04-15,258.0,179,537.23,0,445.39,74.03
2030-04-16,280.0,169,492.23,0,418.68,62.64
2030-04-17,267.0,166,474.65,0,400.15,63.13
2030-04-18,273.0,194,517.99,1,459.71,84.78
2030-04-19,252.0,184,507.83,1,399.06,82.8
2030-04-20,258.0,174,497.06,0,384.42,55.14
2030-04-21,259.0,167,521.6,0,347.96,48.35
2030-04-22,279.0,173,524.99,0,415.58,85.19
2030-04-23,291.0,167,470.15,0,438.64,72.22
2030-04-24,254.0,187,498.17,0,398.84,67.1
2030-04-25,282.0,181,551.66,0,394.31,66.89
2030-04-26,233.0,172,520.46,0,435.69,74.75
2030-04-27,248.0,171,522.15,0,402.32,69.8
2030-04-28,251.0,174,531.11,0,440.1,75.54
2030-04-29,245.0,183,510.33,1,430.6,86.94
2030-04-30,242.0,174,524.38,1,429.54,80.54
2030-05-01,271.0,154,522.99,0,432.79,76.21
2030-05-02,262.0,165,519.78,0,407.45,76.76
2030-05-03,271.0,172,504.3,0,422.4,68.83
2030-05-04,275.0,166,513.22,0,357.62,59.8
2030-05-05,269.0,191,499.55,1,472.02,83.22
2030-05-06,274.0,171,510.39,0,433.11,68.23
2030-05-07,263.0,202,489.15,1,455.85,86.74
2030-05-08,246.0,167,495.97,0,441.96,68.13
2030-05-09,280.0,174,505.14,0,408.47,65.92
2030-05-10,255.0,170,493.25,0,416.72,68.81
2030-05-11,249.0,177,501.17,0,429.06,78.44
2030-05-12,261.0,193,507.33,1,444.68,76.5
2030-05-13,249.0,178,517.54,0,437.09,72.69
2030-05-14,257.0,162,527.41,1,442.88,77.92
2030-05-15,268.0,177,501.99,0,438.04,75.12
2030-05-16,268.0,162,534.39,0,389.31,67.23
2030-05-17,249.0,179,527.27,1,461.41,96.97
2030-05-18,255.0,179,519.47,0,393.46,60.44
2030-05-19,278.0,161,513.19,0,395.47,64.14
2030-05-20,269.0,183,516.18,0,399.71,68.77
2030-05-21,292.0,168,531.83,0,398.79,67.75
2030-05-22,279.0,193,532.5,0,415.94,51.03
2030-05-23,278.0,182,534.53,1,436.55,76.26
2030-05-24,240.0,189,511.26,0,418.54,70.55
2030-05-25,272.0,183,520.53,0,396.95,62.26
2030-05-26,259.0,165,534.74,0,366.0,63.01
2030-05-27,251.0,158,499.35,0,393.1,69.04
2030-05-28,262.0,182,504.87,1,421.15,76.56
2030-05-29,273.0,165,510.91,0,394.29,66.64
2030-05-30,266.0,187,526.83,0,414.45,75.36
2030-05-31,245.0,168,527.13,0,369.21,64.71
2030-06-01,269.0,168,506.52,0,347.4,51.57
2030-06-02,249.0,157,483.55,0,406.92,63.98
2030-06-03,261.0,175,515.15,0,404.64,64.91
2030-06-04,253.0,159,494.21,0,409.96,59.84
2030-06-05,254.0,175,483.94,0,393.96,69.36
2030-06-06,268.0,176,488.03,0,440.72,66.25
2030-06-07,241.0,163,516.67,0,415.01,65.77
2030-06-08,286.0,180,535.32,0,406.57,71.59
2030-06-09,229.0,167,511.54,0,403.72,61.86
2030-06-10,247.0,155,514.66,0,371.83,57.62
2030-06-11,261.0,185,532.17,0,428.57,70.74
2030-06-12,264.0,160,483.1,0,438.59,67.48
2030-06-13,253.0,175,520.28,0,418.63,76.6
2030-06-14,254.0,174,510.73,0,413.22,60.44
2030-06-15,260.0,183,521.15,1,410.98,61.88
2030-06-16,250.0,183,502.28,1,434.48,85.87
2030-06-17,274.0,159,496.28,0,420.0,64.95
2030-06-18,266.0,186,513.55,0,394.3,58.31
2030-06-19,266.0,178,540.73,0,402.9,66.78
2030-06-20,238.0,183,526.56,1,413.82,79.16
2030-06-21,251.0,155,501.94,0,385.0,57.2
2030-06-22,247.0,169,486.96,1,370.55,75.15
2030-06-23,237.0,175,480.84,0,390.06,67.45
2030-06-24,257.0,158,534.83,1,401.53,86.18
2030-06-25,243.0,181,493.97,1,421.81,75.13
2030-06-26,260.0,155,505.32,0,347.31,56.38
2030-06-27,234.0,159,534.98,0,347.3,56.78
2030-06-28,276.0,154,482.17,0,413.15,64.08
2030-06-29,236.0,180,538.1,1,409.09,78.16
2030-06-30,253.0,189,506.69,1,377.69,72.58
2030-07-01,261.0,171,490.61,0,400.33,66.93
2030-07-02,240.0,172,506.85,0,373.96,58.0
2030-07-03,261.0,179,498.31,1,375.48,68.28
2030-07-04,230.0,174,519.27,0,345.99,52.42
2030-07-05,269.0,182,499.69,1,416.21,72.31
2030-07-06,248.0,150,476.97,1,421.07,77.49
2030-07-07,238.0,186,507.43,1,437.03,90.79
2030-07-08,242.0,175,487.0,0,422.62,80.55
2030-07-09,259.0,163,515.12,0,411.4,73.93
2030-07-10,237.0,147,490.09,0,391.45,59.91
2030-07-11,234.0,179,502.7,1,439.69,84.03
2030-07-12,242.0,169,514.79,0,353.76,45.74
2030-07-13,227.0,162,507.7,0,395.09,62.3
2030-07-14,272.0,168,516.05,0,358.68,55.3
2030-07-15,236.0,176,523.81,0,371.35,69.86
2030-07-16,257.0,200,490.74,1,431.68,81.55
2030-07-17,247.0,167,510.44,0,398.84,64.12
2030-07-18,229.0,169,451.69,0,363.2,57.74
2030-07-19,243.0,157,516.09,0,380.97,59.29
2030-07-20,255.0,170,506.25,1,389.07,75.08
2030-07-21,240.0,164,493.98,0,345.8,51.89
2030-07-22,260.0,177,517.38,0,372.4,62.66
2030-07-23,257.0,173,532.83,0,406.29,73.73
2030-07-24,255.0,184,503.17,0,361.79,58.5
2030-07-25,234.0,150,494.75,0,343.3,53.31
2030-07-26,225.0,151,514.75,0,349.88,55.59
2030-07-27,232.0,175,487.76,0,342.77,61.02
2030-07-28,243.0,179,499.93,0,365.89,59.31
2030-07-29,248.0,164,533.84,0,386.42,58.3
2030-07-30,207.0,129,512.98,1,351.05,69.2
2030-07-31,239.0,157,478.05,0,339.33,50.68
2030-08-01,242.0,167,479.55,0,403.18,63.1
2030-08-02,235.0,155,514.84,0,362.38,59.23
2030-08-03,258.0,175,527.46,1,346.26,59.87
2030-08-04,245.0,183,482.84,0,404.17,53.84
2030-08-05,258.0,188,520.07,1,425.6,81.61
2030-08-06,235.0,171,535.95,0,408.72,51.96
2030-08-07,252.0,163,546.0,0,405.43,59.23
2030-08-08,262.0,158,518.0,0,429.69,73.77
2030-08-09,257.0,171,521.18,0,361.82,60.17
2030-08-10,220.0,163,473.68,0,346.51,54.62
2030-08-11,233.0,163,549.9,0,353.42,51.8
2030-08-12,231.0,147,501.76,0,356.06,54.67
2030-08-13,243.0,156,495.34,0,372.51,62.82
2030-08-14,246.0,180,507.57,1,386.97,70.82
2030-08-15,223.0,152,539.39,0,336.75,47.64
2030-08-16,236.0,165,551.94,0,347.27,50.98
2030-08-17,205.0,166,514.48,0,340.22,52.22
2030-08-18,256.0,167,530.21,0,372.07,61.58
2030-08-19,227.0,168,513.04,0,343.22,55.45
2030-08-20,235.0,168,493.6,0,368.64,52.09
2030-08-21,230.0,156,538.88,0,317.08,57.14
2030-08-22,251.0,147,501.12,0,275.47,41.01
2030-08-23,191.0,153,539.98,0,330.26,55.03
2030-08-24,233.0,169,535.73,0,319.51,46.58
2030-08-25,232.0,150,523.43,0,304.59,60.07
2030-08-26,226.0,151,545.32,0,313.79,56.44
2030-08-27,259.0,161,552.6,1,346.54,60.08
2030-08-28,220.0,143,509.29,0,311.23,50.21
2030-08-29,244.0,150,497.9,0,320.68,46.36
2030-08-30,238.0,171,478.92,0,322.24,49.84
2030-08-31,251.0,154,552.9,0,291.18,48.44
2030-09-01,222.0,144,504.61,0,284.29,49.09
2030-09-02,221.0,156,532.97,0,397.8,56.26
2030-09-03,248.0,176,499.22,1,380.36,66.1
2030-09-04,238.0,143,540.27,0,380.74,66.3
2030-09-05,208.0,171,500.0,0,358.11,64.41
2030-09-06,223.0,147,491.17,0,351.81,52.21
2030-09-07,237.0,167,508.89,1,379.08,75.57
2030-09-08,244.0,157,503.09,0,365.11,51.65
2030-09-09,221.0,155,523.41,0,336.14,52.28
2030-09-10,187.0,160,511.77,0,351.45,50.2
2030-09-11,239.0,169,524.02,0,374.61,57.66
2030-09-12,212.0,171,507.5,1,344.08,73.51
2030-09-13,200.0,165,500.79,1,402.6,74.15
2030-09-14,188.0,165,502.28,0,364.04,56.71
2030-09-15,243.0,163,549.61,0,303.65,46.01
2030-09-16,232.0,164,516.87,1,354.18,63.93
2030-09-17,227.0,161,477.13,0,350.72,51.86
2030-09-18,251.0,153,503.5,0,361.54,58.59
2030-09-19,240.0,152,514.62,0,370.39,59.08
2030-09-20,254.0,169,546.12,0,333.64,51.09
2030-09-21,209.0,175,531.44,1,394.01,69.67
2030-09-22,,168,496.35,0,325.55,52.98
2030-09-23,206.0,167,556.49,0,329.41,49.1
2030-09-24,226.0,152,512.42,0,339.96,53.17
2030-09-25,226.0,171,,0,343.31,52.61
2030-09-26,239.0,158,492.23,0,338.37,42.94
2030-09-27,231.0,170,469.87,0,378.73,65.48
2030-09-28,239.0,160,487.71,0,329.89,43.71
2030-09-29,240.0,164,454.57,0,309.36,41.29
2030-09-30,262.0,164,551.12,0,329.48,57.14
2030-10-01,225.0,169,516.98,0,376.43,53.97
2030-10-02,216.0,144,496.5,0,351.4,45.28
2030-10-03,234.0,155,521.31,1,334.84,68.66
2030-10-04,218.0,168,516.59,0,322.83,48.56
2030-10-05,252.0,174,524.38,1,371.07,75.41
2030-10-06,226.0,153,534.99,0,354.85,51.9
2030-10-07,222.0,175,508.02,1,370.47,59.4
2030-10-08,223.0,147,497.42,0,321.53,49.89
2030-10-09,241.0,194,528.18,0,356.94,50.64
2030-10-10,228.0,174,527.74,0,402.18,66.79
2030-10-11,221.0,167,515.13,0,374.98,63.8
2030-10-12,255.0,162,552.54,0,374.02,65.06
2030-10-13,218.0,155,505.48,0,368.31,57.21
2030-10-14,231.0,148,497.18,0,340.98,61.62
2030-10-15,240.0,160,520.93,0,350.18,51.16
2030-10-16,206.0,153,501.27,0,344.4,55.8
2030-10-17,238.0,153,522.36,0,357.1,56.39
2030-10-18,215.0,147,498.47,0,362.2,68.67
2030-10-19,243.0,164,506.28,0,373.99,66.61
2030-10-20,217.0,168,547.54,1,366.93,68.06
2030-10-21,242.0,167,506.22,0,361.32,58.89
2030-10-22,248.0,176,499.16,1,404.31,84.11
2030-10-23,244.0,164,534.63,0,336.43,50.04
2030-10-24,235.0,198,494.66,1,395.76,61.15
2030-10-25,228.0,170,501.13,0,351.95,51.2
2030-10-26,223.0,149,524.0,0,331.13,50.92
2030-10-27,254.0,177,530.53,1,349.99,71.89
2030-10-28,222.0,162,535.63,0,311.54,54.69
2030-10-29,217.0,149,500.23,0,342.14,54.52
2030-10-30,243.0,158,524.43,1,370.13,71.06
2030-10-31,221.0,167,505.33,0,338.12,50.5
2030-11-01,219.0,169,502.84,0,351.67,67.28
2030-11-02,211.0,152,535.42,0,318.78,56.81
2030-11-03,226.0,172,503.89,0,333.15,53.57
2030-11-04,232.0,176,518.81,1,376.77,69.29
2030-11-05,237.0,175,516.62,0,344.95,58.82
2030-11-06,248.0,174,494.57,0,363.3,57.82
2030-11-07,242.0,161,531.25,0,384.78,51.05
2030-11-08,231.0,179,523.97,0,407.96,74.66
2030-11-09,232.0,162,478.15,1,419.77,85.02
2030-11-10,242.0,187,518.91,0,365.03,60.44
2030-11-11,254.0,155,500.03,0,395.77,60.83
2030-11-12,237.0,163,533.71,0,379.16,60.72
2030-11-13,228.0,168,487.96,1,385.43,56.02
2030-11-14,221.0,160,507.58,0,373.89,53.61
2030-11-15,214.0,193,520.54,0,399.65,74.54
2030-11-16,246.0,159,515.02,0,341.69,57.32
2030-11-17,245.0,173,527.79,0,344.79,45.09
2030-11-18,245.0,162,486.75,0,351.47,51.87
2030-11-19,235.0,174,543.83,0,348.86,45.74
2030-11-20,258.0,169,523.57,1,401.68,69.61
2030-11-21,230.0,177,538.61,1,360.85,65.86
2030-11-22,252.0,171,529.9,0,344.97,63.48
2030-11-23,238.0,158,513.97,0,342.62,58.85
2030-11-24,229.0,192,491.08,0,355.04,55.2
2030-11-25,248.0,172,504.08,0,347.98,54.36
2030-11-26,245.0,163,542.85,0,386.53,57.2
2030-11-27,245.0,158,539.2,0,339.71,59.91
2030-11-28,241.0,176,503.13,1,376.8,76.54
2030-11-29,239.0,153,463.57,0,315.87,44.2
2030-11-30,276.0,183,510.49,0,357.41,47.96
2030-12-01,258.0,170,509.16,0,332.5,51.61
2030-12-02,252.0,165,509.86,0,353.27,55.49
2030-12-03,243.0,177,523.89,0,340.45,55.79
2030-12-04,257.0,169,530.17,1,381.34,60.97
2030-12-05,250.0,165,532.25,1,398.37,69.42
2030-12-06,242.0,165,522.46,0,379.0,60.17
2030-12-07,238.0,168,482.05,0,366.99,54.43
2030-12-08,242.0,182,508.34,1,395.57,78.27
2030-12-09,196.0,152,555.97,0,368.36,69.26
2030-12-10,247.0,163,521.26,0,389.62,59.19
2030-12-11,236.0,136,521.16,0,374.8,64.97
2030-12-12,268.0,156,521.03,0,394.89,61.07
2030-12-13,245.0,175,522.06,0,390.13,56.98
2030-12-14,227.0,177,471.7,0,370.69,55.35
2030-12-15,244.0,156,510.31,0,385.58,66.14
2030-12-16,230.0,165,513.96,0,394.2,59.28
2030-12-17,253.0,168,537.73,0,383.19,58.75
2030-12-18,251.0,179,515.54,0,409.98,58.56
2030-12-19,261.0,184,485.06,0,388.78,65.9
2030-12-20,235.0,170,522.46,0,372.3,62.13
2030-12-21,248.0,166,500.27,0,360.05,65.47
2030-12-22,227.0,154,492.86,0,355.37,60.04
2030-12-23,258.0,170,499.77,0,355.73,59.12
2030-12-24,256.0,190,524.57,0,345.03,58.22
2030-12-25,256.0,182,537.48,0,384.83,60.1
2030-12-26,249.0,171,523.53,0,391.02,63.21
2030-12-27,256.0,173,526.24,0,357.62,62.21
2030-12-28,274.0,163,523.39,0,386.91,57.15
2030-12-29,246.0,166,516.72,0,333.17,61.81
2030-12-30,252.0,172,527.46,0,373.44,63.32
2030-12-31,234.0,172,471.4,0,420.01,79.94
2031-01-01,238.0,181,516.96,0,401.18,57.12
2031-01-02,253.0,180,496.17,0,393.09,55.96
2031-01-03,268.0,186,535.93,1,430.36,82.02
2031-01-04,248.0,171,512.37,1,431.6,80.65
2031-01-05,249.0,161,515.6,0,359.59,55.07
2031-01-06,247.0,162,487.97,0,429.86,60.59
2031-01-07,245.0,184,533.38,1,423.66,76.68
2031-01-08,258.0,151,526.39,0,418.06,68.25
2031-01-09,232.0,172,525.15,0,399.05,56.02
2031-01-10,274.0,186,500.51,0,456.82,70.28
2031-01-11,245.0,189,501.23,1,426.23,81.3
2031-01-12,266.0,169,519.2,0,375.04,64.44
2031-01-13,236.0,175,502.7,1,438.82,79.3
2031-01-14,266.0,180,523.05,0,441.54,65.34
2031-01-15,266.0,186,476.34,1,457.88,85.5
2031-01-16,262.0,180,506.48,1,430.45,78.3
2031-01-17,242.0,177,547.62,1,438.61,71.5
2031-01-18,261.0,174,523.21,0,382.41,58.6
2031-01-19,240.0,180,518.32,1,418.54,73.73
2031-01-20,254.0,191,551.07,1,430.57,79.8
2031-01-21,274.0,186,473.31,0,345.9,51.54
2031-01-22,270.0,160,,0,370.44,56.22
2031-01-23,259.0,162,508.18,0,393.56,61.89
2031-01-24,245.0,187,530.87,0,402.26,68.21
2031-01-25,269.0,176,531.2,0,384.91,62.12
2031-01-26,260.0,163,499.87,0,381.59,76.31
2031-01-27,225.0,184,533.44,0,423.04,59.66
2031-01-28,272.0,178,508.24,0,411.3,71.43
2031-01-29,260.0,197,537.33,0,367.53,58.37
2031-01-30,279.0,172,496.95,0,447.4,62.23
2031-01-31,245.0,196,513.34,1,398.52,71.46
2031-02-01,214.0,161,506.76,0,409.97,56.29
2031-02-02,266.0,199,534.61,1,404.49,75.33
2031-02-03,267.0,195,506.21,1,478.08,86.26
2031-02-04,237.0,192,514.88,0,424.35,63.53
2031-02-05,248.0,187,524.78,0,439.55,63.34
2031-02-06,305.0,175,525.49,0,396.01,69.4
2031-02-07,259.0,164,531.67,0,441.72,69.62
2031-02-08,275.0,170,519.52,0,429.35,70.05
2031-02-09,254.0,159,508.21,0,426.53,69.38
2031-02-10,233.0,177,509.47,1,468.75,87.48
2031-02-11,262.0,181,516.24,0,439.98,68.24
2031-02-12,261.0,176,520.29,0,428.62,78.34
2031-02-13,259.0,184,513.17,1,436.27,95.34
2031-02-14,264.0,179,516.19,1,439.87,90.93
2031-02-15,270.0,169,488.55,1,454.67,84.26
2031-02-16,264.0,189,527.89,1,419.48,77.3
2031-02-17,247.0,181,519.16,0,385.1,67.93
2031-02-18,274.0,177,533.95,1,419.11,72.77
2031-02-19,238.0,182,515.94,1,446.57,94.07
2031-02-20,236.0,193,484.67,0,413.1,71.0
2031-02-21,278.0,189,509.53,0,432.91,67.45
2031-02-22,275.0,163,512.4,0,355.69,58.41
2031-02-23,267.0,177,529.39,0,340.92,57.75
2031-02-24,247.0,192,478.78,0,422.34,64.87
2031-02-25,258.0,176,516.8,0,432.04,75.83
2031-02-26,264.0,175,525.33,0,379.38,67.94
2031-02-27,245.0,189,504.19,0,430.09,67.12
2031-02-28,258.0,188,517.46,0,446.94,68.32
2031-03-01,279.0,198,504.85,1,438.93,80.51
2031-03-02,291.0,176,503.03,0,433.76,61.87
2031-03-03,263.0,185,508.83,0,435.6,58.8
2031-03-04,281.0,194,503.41,0,436.17,66.95
2031-03-05,241.0,178,528.53,0,449.2,65.4
2031-03-06,280.0,175,503.01,0,477.51,89.08
2031-03-07,258.0,191,500.01,0,435.49,66.7
2031-03-08,275.0,199,548.1,0,440.93,73.56
2031-03-09,267.0,200,533.59,0,424.25,63.88
2031-03-10,290.0,175,482.81,0,451.97,84.4
2031-03-11,258.0,176,502.57,0,443.02,69.59
2031-03-12,280.0,169,520.72,0,468.83,66.27
2031-03-13,267.0,190,522.21,1,499.33,97.4
2031-03-14,269.0,169,489.57,0,458.27,75.11
2031-03-15,269.0,184,537.27,1,474.44,96.33
2031-03-16,259.0,186,531.29,0,418.91,66.06
2031-03-17,271.0,183,525.13,0,423.44,68.44
2031-03-18,271.0,171,540.9,1,461.08,74.87
2031-03-19,275.0,195,524.64,0,443.13,76.45
2031-03-20,273.0,179,524.59,1,490.4,91.19
2031-03-21,284.0,170,544.58,0,388.53,61.44
2031-03-22,286.0,177,536.38,1,446.3,81.03
2031-03-23,256.0,173,501.43,0,420.52,65.5
2031-03-24,285.0,181,528.0,1,428.72,84.77
2031-03-25,254.0,171,504.66,0,397.36,58.06
2031-03-26,281.0,155,525.71,0,405.55,69.41
2031-03-27,282.0,191,525.24,1,414.03,66.63
2031-03-28,244.0,182,491.78,0,450.22,59.09
2031-03-29,274.0,202,514.51,0,477.1,86.43
2031-03-30,265.0,195,521.49,1,431.98,73.29
2031-03-31,261.0,175,508.89,0,412.94,66.73
2031-04-01,293.0,168,522.42,0,402.96,62.85
2031-04-02,263.0,179,531.29,0,411.6,67.98
2031-04-03,261.0,185,516.25,0,427.3,68.7
2031-04-04,274.0,175,520.86,0,463.43,81.4
2031-04-05,283.0,181,541.74,0,497.84,68.98
2031-04-06,270.0,199,525.38,0,428.74,72.91
2031-04-07,290.0,176,520.49,0,431.51,68.71
2031-04-08,281.0,161,499.65,0,420.17,57.57
2031-04-09,240.0,189,529.0,0,461.48,70.17
2031-04-10,265.0,183,522.88,0,460.29,62.57
2031-04-11,264.0,163,540.07,0,446.3,60.21
2031-04-12,280.0,184,517.82,0,434.12,66.62
2031-04-13,233.0,170,484.31,0,456.98,81.25
2031-04-14,311.0,185,486.42,0,471.36,77.63
2031-04-15,280.0,209,530.28,1,493.24,100.86
2031-04-16,274.0,178,506.8,0,450.83,72.65
2031-04-17,290.0,201,524.94,1,466.9,97.23
2031-04-18,307.0,168,519.16,0,422.39,76.75
2031-04-19,285.0,165,514.12,0,427.89,62.36
2031-04-20,286.0,200,515.41,0,438.71,70.66
2031-04-21,274.0,193,501.58,1,464.11,80.83
2031-04-22,270.0,186,516.9,0,397.3,62.7
2031-04-23,265.0,192,506.68,0,435.36,80.49
2031-04-24,259.0,175,510.52,0,412.45,62.02
2031-04-25,261.0,188,511.41,0,406.14,57.76
2031-04-26,251.0,187,513.18,0,424.25,60.75
2031-04-27,270.0,167,533.88,0,406.75,62.67
2031-04-28,246.0,195,514.96,0,472.86,102.22
2031-04-29,274.0,203,535.75,1,461.85,95.65
2031-04-30,270.0,167,545.02,0,413.44,48.33
2031-05-01,273.0,192,532.75,1,449.14,82.85
2031-05-02,263.0,187,527.0,1,427.02,74.97
2031-05-03,317.0,204,523.28,1,479.98,95.9
2031-05-04,291.0,175,533.0,1,448.31,75.01
2031-05-05,251.0,226,519.05,1,481.54,81.6
2031-05-06,273.0,178,535.18,0,419.17,63.47
2031-05-07,261.0,187,528.53,0,460.82,68.95
2031-05-08,254.0,193,511.02,0,430.14,73.03
2031-05-09,249.0,177,533.65,0,431.19,66.83
2031-05-10,276.0,178,519.19,0,437.09,76.51
2031-05-11,259.0,174,515.65,0,419.11,61.96
2031-05-12,283.0,170,509.01,0,427.32,73.92
2031-05-13,283.0,192,520.59,1,468.78,78.59
2031-05-14,289.0,178,535.56,0,464.53,78.61
2031-05-15,255.0,174,533.64,0,453.95,69.23
2031-05-16,275.0,174,524.02,0,449.75,77.98
2031-05-17,277.0,184,528.47,0,434.89,53.66
2031-05-18,260.0,181,540.59,1,426.87,73.96
2031-05-19,256.0,176,515.02,0,446.59,79.28
2031-05-20,291.0,187,497.66,0,395.16,62.03
2031-05-21,270.0,181,541.18,0,430.07,57.84
2031-05-22,276.0,168,508.24,0,430.11,64.26
2031-05-23,254.0,178,505.37,0,410.77,68.09
2031-05-24,248.0,182,485.49,0,385.13,56.94
2031-05-25,257.0,188,528.12,0,401.1,71.16
2031-05-26,264.0,170,488.67,0,390.52,68.84
2031-05-27,249.0,182,504.38,1,437.29,85.28
2031-05-28,265.0,171,528.49,0,425.23,74.61
2031-05-29,239.0,171,530.91,0,413.07,62.9
2031-05-30,248.0,182,506.21,0,419.38,76.46
2031-05-31,274.0,183,515.55,0,420.32,74.03
2031-06-01,273.0,198,502.27,1,449.53,82.29
2031-06-02,258.0,176,508.13,0,401.23,54.41
2031-06-03,248.0,173,522.81,1,404.09,60.41
2031-06-04,248.0,184,509.01,0,429.92,75.17
2031-06-05,257.0,189,513.66,1,466.6,75.05
2031-06-06,272.0,177,491.72,0,397.03,58.04
2031-06-07,276.0,164,538.49,0,414.4,69.27
2031-06-08,254.0,175,527.3,0,439.15,61.7
2031-06-09,244.0,165,532.41,0,421.25,82.78
2031-06-10,265.0,181,541.39,0,463.81,75.86
2031-06-11,249.0,172,503.33,0,453.54,82.62
2031-06-12,253.0,181,511.75,1,444.54,89.19
2031-06-13,280.0,161,484.11,0,415.28,50.64
2031-06-14,272.0,186,574.77,0,411.59,70.45
2031-06-15,262.0,183,515.57,1,433.89,80.16
2031-06-16,240.0,177,536.98,0,393.18,62.54
2031-06-17,262.0,178,496.01,1,407.09,75.16
2031-06-18,275.0,159,536.25,0,360.22,63.33
2031-06-19,253.0,170,551.78,0,403.91,74.59
2031-06-20,278.0,172,517.27,0,445.51,63.32
2031-06-21,277.0,188,500.18,1,374.74,69.76
2031-06-22,282.0,181,515.9,1,405.42,83.53
2031-06-23,262.0,178,478.34,1,410.63,74.69
2031-06-24,266.0,160,517.76,0,384.35,62.67
2031-06-25,278.0,185,533.24,1,441.92,83.2
2031-06-26,263.0,167,517.84,0,370.45,71.02
2031-06-27,248.0,188,513.39,0,356.9,61.11
2031-06-28,249.0,186,528.02,1,390.94,84.47
2031-06-29,259.0,180,529.41,0,369.91,68.86
2031-06-30,,172,488.68,0,345.91,54.17
2031-07-01,252.0,176,520.18,0,401.19,66.0
2031-07-02,271.0,175,562.45,1,394.71,85.17
2031-07-03,221.0,162,494.59,0,389.4,55.64
2031-07-04,277.0,174,517.1,0,398.45,68.3
2031-07-05,270.0,189,553.61,1,398.56,78.34
2031-07-06,246.0,154,538.56,0,403.43,62.88
2031-07-07,261.0,168,509.46,0,401.95,62.02
2031-07-08,252.0,192,522.43,0,419.81,65.64
2031-07-09,270.0,188,518.7,1,449.72,87.94
2031-07-10,266.0,188,505.29,0,425.59,77.5
2031-07-11,230.0,166,517.44,0,408.19,69.84
2031-07-12,260.0,168,513.76,0,380.35,53.68
2031-07-13,248.0,182,520.85,0,377.88,69.0
2031-07-14,252.0,179,505.37,0,412.27,73.34
2031-07-15,239.0,171,495.88,0,382.07,59.72
2031-07-16,276.0,160,518.14,0,413.61,62.12
2031-07-17,265.0,194,549.77,1,423.73,72.62
2031-07-18,238.0,197,520.4,0,415.83,73.23
2031-07-19,229.0,166,512.97,1,370.48,58.09
2031-07-20,243.0,186,532.53,0,356.48,62.91
2031-07-21,255.0,167,516.13,0,414.4,63.5
2031-07-22,251.0,168,552.62,0,374.75,61.56
2031-07-23,266.0,184,518.95,1,420.38,56.2
2031-07-24,259.0,159,531.65,0,341.67,45.58
2031-07-25,261.0,181,505.48,1,390.85,68.32
2031-07-26,251.0,155,528.14,0,378.75,55.42
2031-07-27,225.0,176,524.05,0,327.47,56.12
2031-07-28,243.0,193,518.1,0,426.44,70.17
2031-07-29,262.0,164,510.11,0,375.17,70.91
2031-07-30,245.0,169,507.68,0,356.44,59.77
2031-07-31,253.0,169,524.26,0,382.75,57.51
